True_Sector,Pattern,F_T_STL,F_S_STL,F_R_STL,F_T_STL_EMD,F_S_STL_EMD,F_I_STL_EMD,Num_Kernels,Kernel_Expression,Operations,Kernels_Used
S2,Seasonal,0.0002378849250691,0.0312095965265702,0.0,0.0002378849250691,0.0312095965265702,0.0,4,(((Per(p=12)+Per(p=96))+RQ(α=1))+RBF(l=1)),"[np.str_('+'), np.str_('+'), np.str_('+')]","['Periodic', 'Periodic', 'RationalQuadratic', 'RBF']"
S2,Seasonal,1.0,1.0,0.0,1.0,1.0,0.0,2,(Per(p=6)*Per(p=6)),[np.str_('*')],"['Periodic', 'Periodic']"
S2,Seasonal,0.0057397745971663,0.6790841539033634,0.0,0.0050196148860943,0.7554985064532723,0.5971951518808379,1,Per(p=6),['None'],['Periodic']
S1,Composite,0.9999970462337268,0.6335878882459427,0.0,0.9999970462337268,0.6335878882459427,0.0,2,(Lin(σ=0)+Per(p=60)),[np.str_('+')],"['Linear', 'Periodic']"
S2,Seasonal,0.64545598840993,0.4527716403579049,0.0,0.64545598840993,0.4527716403579049,0.0,1,Per(p=12),['None'],['Periodic']
S2,Seasonal,0.5756017749729783,0.2141768521871795,0.0,0.5608011397870227,0.1917459873731763,0.0,5,((((WN(σ=1)+RQ(α=10))+RBF(l=1))+Per(p=60))+Per(p=52)),"[np.str_('+'), np.str_('+'), np.str_('+'), np.str_('+')]","['WhiteNoise', 'RationalQuadratic', 'RBF', 'Periodic', 'Periodic']"
S2,Seasonal,0.928566593510328,0.9656489665230328,0.0,0.928566593510328,0.9656489665230328,0.0,5,((((Per(p=365)+RBF(l=0.1))*Per(p=24))+Per(p=96))*RQ(α=1)),"[np.str_('+'), np.str_('*'), np.str_('+'), np.str_('*')]","['Periodic', 'RBF', 'Periodic', 'Periodic', 'RationalQuadratic']"
S2,Seasonal,0.2300050716086406,0.2627411511004288,0.0,0.2300050716086406,0.2627411511004288,0.0,2,(Per(p=365)+Per(p=6)),[np.str_('+')],"['Periodic', 'Periodic']"
S2,Seasonal,0.4471616891479125,0.0210036148129797,0.0,0.4471616891479125,0.0210036148129797,0.0,3,((RQ(α=0.1)+RQ(α=10))+Per(p=730)),"[np.str_('+'), np.str_('+')]","['RationalQuadratic', 'RationalQuadratic', 'Periodic']"
S2,Seasonal,1.0,1.0,0.0,1.0,1.0,0.0,2,(Per(p=6)+Per(p=60)),[np.str_('+')],"['Periodic', 'Periodic']"
S1,Composite,0.9711879612836216,0.7272137315970252,0.0,0.9714022392963808,0.7257670865631892,0.0,5,((((Per(p=14)+WN(σ=0.1))*Lin(σ=10))*Per(p=60))+RQ(α=1)),"[np.str_('+'), np.str_('*'), np.str_('*'), np.str_('+')]","['Periodic', 'WhiteNoise', 'Linear', 'Periodic', 'RationalQuadratic']"
S3,Stationary,0.0408279256828799,0.0,0.0,0.2438484253082814,0.0,0.0,1,Const(1),['None'],['Constant']
S2,Seasonal,0.3741502957061194,0.8147332064771425,0.0,0.3741502957061194,0.8147332064771425,0.0,1,Per(p=14),['None'],['Periodic']
S1,Composite,0.4179971430741336,0.9400015446721088,0.0,0.0,0.890313789930057,0.0,4,(((RQ(α=1)*Per(p=336))*RBF(l=1))*Lin(σ=0)),"[np.str_('*'), np.str_('*'), np.str_('*')]","['RationalQuadratic', 'Periodic', 'RBF', 'Linear']"
S2,Seasonal,0.9993312406890872,0.5992230839440686,0.0,0.9992104272831256,0.5891609311828636,0.0,3,((Per(p=336)*Const(1))+Per(p=168)),"[np.str_('*'), np.str_('+')]","['Periodic', 'Constant', 'Periodic']"
S1,Composite,0.4442211783410588,0.7665807551520857,0.0,0.4442211783410588,0.7665807551520857,0.0,5,((((Per(p=168)*Per(p=7))+Lin(σ=0))*WN(σ=1))*Per(p=336)),"[np.str_('*'), np.str_('+'), np.str_('*'), np.str_('*')]","['Periodic', 'Periodic', 'Linear', 'WhiteNoise', 'Periodic']"
S3,Stationary,0.2721692747056659,0.9490246914857202,0.0,0.4129942178965685,0.9551263808152138,0.1433821125983052,1,WN(σ=1),['None'],['WhiteNoise']
S3,Stationary,0.9988974146542025,0.3468935215172587,0.0,0.9988974146542025,0.3468935215172587,0.0,1,RBF(l=10),['None'],['RBF']
S3,Stationary,0.1326315255565163,0.3774369986615578,0.0,0.0,0.702962653187593,0.278565680315142,1,RBF(l=1),['None'],['RBF']
S2,Seasonal,0.1423798914521717,0.0479385905347816,0.0,0.1423798914521717,0.0479385905347816,0.0,5,((((Per(p=60)*Per(p=26))*Per(p=26))*Per(p=60))+Per(p=336)),"[np.str_('*'), np.str_('*'), np.str_('*'), np.str_('+')]","['Periodic', 'Periodic', 'Periodic', 'Periodic', 'Periodic']"
S2,Seasonal,0.106798827799487,0.269084755641774,0.0,0.0,0.2940103685029475,0.1246661526480623,5,((((Per(p=672)+Per(p=6))*RQ(α=0.1))+Per(p=40))+Per(p=7)),"[np.str_('+'), np.str_('*'), np.str_('+'), np.str_('+')]","['Periodic', 'Periodic', 'RationalQuadratic', 'Periodic', 'Periodic']"
S2,Seasonal,0.2218685614902485,0.5697005175696201,0.0,0.4594194951774435,0.8148228434061541,0.6534210444291113,5,((((Per(p=30)*Const(1))+Per(p=168))+Per(p=12))*RBF(l=0.1)),"[np.str_('*'), np.str_('+'), np.str_('+'), np.str_('*')]","['Periodic', 'Constant', 'Periodic', 'Periodic', 'RBF']"
S1,Composite,0.5218417190464049,0.743274828410838,0.0,0.2755932180185718,0.7529217938004085,0.0970850086627762,5,((((Lin(σ=0)*WN(σ=0.1))+Per(p=14))*Per(p=10))*RQ(α=0.1)),"[np.str_('*'), np.str_('+'), np.str_('*'), np.str_('*')]","['Linear', 'WhiteNoise', 'Periodic', 'Periodic', 'RationalQuadratic']"
S4,Trending,0.989794631869826,0.6682305816508423,0.0,0.9909674566450178,0.7094824216121184,0.0931760709030163,3,((RQ(α=1)+Lin(σ=1))+RQ(α=10)),"[np.str_('+'), np.str_('+')]","['RationalQuadratic', 'Linear', 'RationalQuadratic']"
S2,Seasonal,0.3864386270028211,0.6749124630418386,0.0,0.2523098942335233,0.8032497560860017,0.3844637744669367,4,(((Per(p=4)*Per(p=30))*Per(p=12))+Per(p=4)),"[np.str_('*'), np.str_('*'), np.str_('+')]","['Periodic', 'Periodic', 'Periodic', 'Periodic']"
S2,Seasonal,0.5773192523152926,0.4415149879792284,0.0,0.0,0.4791286160242726,0.0,5,((((Per(p=365)+Per(p=4))+WN(σ=1))*RBF(l=10))*Per(p=40)),"[np.str_('+'), np.str_('+'), np.str_('*'), np.str_('*')]","['Periodic', 'Periodic', 'WhiteNoise', 'RBF', 'Periodic']"
S2,Seasonal,0.6853612791128816,0.4078207365231914,0.0,0.6853612791128816,0.4078207365231914,0.0,1,Per(p=14),['None'],['Periodic']
S2,Seasonal,0.9303195554810384,0.6575915433061128,0.0,0.946705884138261,0.7339176492059033,0.3295011532385072,3,((RQ(α=1)*Per(p=672))+Per(p=96)),"[np.str_('*'), np.str_('+')]","['RationalQuadratic', 'Periodic', 'Periodic']"
